eCommerce-Denali/ecom-app-shop/PM-18039,1611656,1.0,1611656,1611656
eCommerce-Denali/ecom-app-shop/PM-18102-campaign,1604576,1.0,1604576,1604576
eCommerce-Boyne/ecom-app-shop/review-free-shipping-recs,1600618,2.0,1654016.4,1600618.5
eCommerce-Marcy/ecom-app-product/KIMCHI-1946-UPDATE,1599951,4.2,1722064.4,1599950.625
eCommerce-Ramen/ecom-app-phygital/develop,1593127,1.6,1826509.4,1593127
eCommerce-Kangto/inventory/PM-18066,1583053,4.5,1583053,1583053
eCommerce-Marcy/ecom-app-product/1626-availability-fix,1563961,3.0,1764952,1563961
eCommerce-Shasta/ecom-app-shop/PM-18104,1558812,1.0,1558812,1558812
eCommerce-Ishbel/ecom-app-product/feature-enable-bazaarvoice_backup_before_reset_to_release,1557206,1.0,1557206,1557206
eCommerce-Ishbel/ecom-app-product/env-qa36-backup,1546532,1.0,1546532,1546532
eCommerce-Boyne/ecom-app-product/pm-17592-release-16.18.x,1546508,2.0,1555856.6,1546508
eCommerce-Rimo/ecom-app-product/RM-37718,1546030,2.5,1648443,1546030.5
eCommerce-Denali/inventory/DENALI-73331_BR,1539554,1.4,1681794.6,1539554.4
eCommerce-Ishbel/ecom-app-product/ISH-2447,1534328,2.0,1534328,1534328
eCommerce-Denali/inventory/DENALI-7331,1533394,2.2,1675504,1533393.5
eCommerce-Castle/ecom-app-product/PM-18024-qa57,1524637,2.0,1636004,1524636.75
eCommerce-Ramen/ecom-app-product/PM-17976-2316,1523998,4.0,1626667.4,1523998
eCommerce-Castle/ecom-app-product/RM-37963-16.35.x,1523029,2.0,1523029,1523029
eCommerce-Castle/ecom-app-product/PM-18024-release-16.26.x,1516356,1.0,1516356,1516356
eCommerce-Shasta/inventory/HLFD-1701-PC-bkup-18-Sep,1514036,1.0,1514036,1514036
eCommerce-Boyne/ecom-app-product/pm-18020-deploy,1510598,2.0,1510598,1510598
eCommerce-Ramen/ecom-app-product/PM-17976,1500620,6.0,1632946.4,1500620
eCommerce-Muir/ws-shopping-app-ios/develop-feature-pb-brand-SHOPTAB,1500040,3.2,1518308,1500039.5
eCommerce-Rimo/ecom-app-product/RIMO-5067-pip1-hide,1495813,2.0,1577902,1495813
eCommerce-Boyne/ecom-app-product/rm-37884,1492392,3.3,1671151.6,1492391.6666667
eCommerce-Ramen/ecom-app-global/develop,1490487,1.7,1871173,1490487
eCommerce-Denali/ecom-app-shop/PM-18039-R1,1487692,7.0,1550207.4,1487691.5
eCommerce-Shasta/inventory/HLFD-1701-PC,1487187,5.0,1545670.8,1487187
eCommerce-Castle/ecom-app-shop/RM-37944,1480676,2.7,1604660.8,1480676
eCommerce-Fuya/ecom-app-shop/nla-301,1477453,1.0,1477453,1477453
eCommerce-Rimo/ecom-app-product/RIMO-5109,1476396,5.0,1576294.4,1476395.5
eCommerce-Calinga/ecom-app-global/RIMO-5045,1474977,2.0,1668153.6,1474977.3333333
eCommerce-Ramen/ecom-app-order-servicing/develop,1474445,1.6,2372303.2,1474445
eCommerce-Flatirons/ecom-app-customer/catalog-request,1467613,3.6,1854426,1467613.3333333
eCommerce-Castle/ecom-app-product/RM-37963,1465670,3.0,1465670,1465670
eCommerce-Ishbel/ecom-app-product/feature-splitpip-multiguided,1464629,3.3,1807596,1464628.8333333
eCommerce-Flatirons/ecom-app-customer/gift-card-20-sep,1462349,1.7,1484406.2,1462349
